Neutron Flux,Node 1,,3.91e-05
Neutron Flux,Node 2,,0.000233461
Neutron Flux,Node 3,,0.0013959970000000002
Concentration,Node 1,Group 1,3.91e-05
Concentration,Node 1,Group 2,3.91e-05
Concentration,Node 1,Group 3,3.91e-05
Concentration,Node 1,Group 4,3.91e-05
Concentration,Node 1,Group 5,3.91e-05
Concentration,Node 1,Group 6,3.91e-05
Concentration,Node 2,Group 1,0.000233461
Concentration,Node 2,Group 2,0.000233461
Concentration,Node 2,Group 3,0.000233461
Concentration,Node 2,Group 4,0.000233461
Concentration,Node 2,Group 5,0.000233461
Concentration,Node 2,Group 6,0.000233461
Concentration,Node 3,Group 1,0.0013959970000000002
Concentration,Node 3,Group 2,0.0013959970000000002
Concentration,Node 3,Group 3,0.0013959970000000002
Concentration,Node 3,Group 4,0.0013959970000000002
Concentration,Node 3,Group 5,0.0013959970000000002
Concentration,Node 3,Group 6,0.0013959970000000002
Temperature - Fuel Element,Node 1,,254.0105966
Temperature - Fuel Element,Node 2,,254.0438861
Temperature - Fuel Element,Node 3,,254.24251
Temperature - Helium,Node 1,,254.0086114
Temperature - Helium,Node 2,,254.0322449
Temperature - Helium,Node 3,,254.1731193
Temperature - Reflector,,,254.1560423
Temperature - Riser,,,254.00458109999997
Temperature - Lower Header,,,252.9
Temperature - Outer Header,,,768.2574403
Mass Flow Rate - Helium,Node 1,,145.0
Mass Flow Rate - Helium,Node 2,,145.0
Mass Flow Rate - Helium,Node 3,,145.0
Mass Flow Rate - Riser ,,,145.0
Reactivity,Node 1,,-0.038311847
Reactivity,Node 2,,-0.026077515
Reactivity,Node 3,,-0.017263935
Control Rod Position,,,6.699067189
